,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
36,jaimetellezp,RevistaSemana,"@RevistaSemana Es que la legislación sobre el Adulto Mayor es muy ambigua y la atención recae, casi en su totalidad, en la sociedad civil. La Política de Envejecimiento y Vejez fué un fracaso.",False,,Es que la legislación sobre el Adulto Mayor es muy ambigua y la atención recae casi en su totalidad en la sociedad civil La Política de Envejecimiento y Vejez fué un fracaso,-0.5106
37,Tuitores,,💡 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/4CDROsLOrG,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
38,joan meca,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Barcelona, Espanya",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
39,AgendaOnline,,💡 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/ZFzvsqSYfn,False,"Madrid, Comunidad de Madrid",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
40,RisitasJARE,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Republica de Catalunya,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
41,InfoApuntes,,💡 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/jSNoPcGitJ,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
42,CatalinaBarcel4,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Mallorca.,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
43,santosmiguel80,RamonDLC6,"RT @RamonDLC6: Consejo a mis hijos y nietas... Que nunca emprendan una iniciativa combinando el trabajo con el odio, con el rencor y con la…",True,,Consejo a mis hijos y nietas Que nunca emprendan una iniciativa combinando el trabajo con el odio con el rencor y con la…,-0.6369
44,marianrf,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
45,qmunty,,El envejecimiento reducirá la renta de cada español en 6.500€ hasta 2050 https://t.co/GGjcw0YX7H,False,Zürich,El envejecimiento reducirá la renta de cada español en 6500€ hasta 2050,0.0
46,smujal,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Barcelona,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
47,TuitSugerido,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/5vlSLsYqtW,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
48,GrupoNEAT,cenie es,"“Transferencias intergeneracionales y envejecimiento en España, un análisis desde 1970 hasta la actualidad” vía @cenie_es https://t.co/kwN29Hx0kr",False,Madrid,“Transferencias intergeneracionales y envejecimiento en España un análisis desde 1970 hasta la actualidad” vía,0.0
49,eliaja72,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,L'Hospitalet de Llobregat,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
50,Enteremonos,,💡 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/37f4SFRrLC,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
51,ExoMedios,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/XTfQFHDhJU,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
52,rovigar59,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
53,SolTaylorRdL,elmejoraloeweb,"RT @elmejoraloeweb: TÓNICO ANTIEDAD SUAVE👱‍♀️💚
Echa un vistazo⏩ https://t.co/Dp7q33QeWq⏪

⚜️⚜️⚜️

✅Para pieles secas y sensibles
🌼Previene…",True,,"TÓNICO ANTIEDAD SUAVE
Echa un vistazo ⏪



Para pieles secas y sensibles
Previene…",0.0
54,Menonnista,SrtaIrritante,@SrtaIrritante debe ser un empleado municipal al que le pagan para evitar el envejecimiento poblacional,False,,debe ser un empleado municipal al que le pagan para evitar el envejecimiento poblacional,0.0258
55,RotaDatos,,⚠️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/OB7wtu96xd,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
56,CCME ISIENA,,"#semanaISIENAde Plasma Rico en plaquetas #PRP comenzó a desarrollarse en los años 60, cuyo fin es la regeneración de tejidos y el equilibrio del organismo para evitar la aparición de algunos signos del envejecimiento.
Conozca más:
https://t.co/5wWs8yJQwC https://t.co/qRLLexUbaY",False,"Cuernavaca, Mor. México","semanaISIENAde Plasma Rico en plaquetas PRP comenzó a desarrollarse en los años 60 cuyo fin es la regeneración de tejidos y el equilibrio del organismo para evitar la aparición de algunos signos del envejecimiento
Conozca más",0.34
57,MaraJosAlfaro9,"Imserso, RedAmigableEdad, sanidadgob, luisacarcedo","@Imserso @RedAmigableEdad @sanidadgob @luisacarcedo ¿De las #PersonasMayores  o de los hombres mayores ?
17 hombres y 4 mujeres sin contar a los anfitriones.
La pirámide de población invertida",False,,"¿De las PersonasMayores  o de los hombres mayores 
17 hombres y 4 mujeres sin contar a los anfitriones
La pirámide de población invertida",0.0
58,DDS es,,"Su formulación 100% Agua de Mar unido a otros activos ofrecen un producto único: previene el foto envejecimiento, corrige manchas, mejora la luminosidad, regula la secreción de sebo, disminuye el tamaño del poro, antioxidante, hidrata, regenera y limpia. https://t.co/5lku02DbbE https://t.co/kJr0MQwJZL",False,,Su formulación 100 Agua de Mar unido a otros activos ofrecen un producto único previene el foto envejecimiento corrige manchas mejora la luminosidad regula la secreción de sebo disminuye el tamaño del poro antioxidante hidrata regenera y limpia,0.8442
59,MiguelAGBatista,,Interesante trabajo gráfico sobre el envejecimiento de la población española https://t.co/snsODfbkP4,False,"Santa Cruz de Tenerife, Islas",Interesante trabajo gráfico sobre el envejecimiento de la población española,0.4019
60,YolandadlFuente,MAYmdmunoz,"RT @MAYmdmunoz: Conferencia Inaugural de las Jornadas Internacionales ""Envejecimiento y Accesibilidad : Un Futuro Inclusivo"" @YolandadlFuen…",True,,Conferencia Inaugural de las Jornadas Internacionales Envejecimiento y Accesibilidad  Un Futuro Inclusivo …,0.0
61,MAYmdmunoz,"YolandadlFuente, ujaen","Conferencia Inaugural de las Jornadas Internacionales ""Envejecimiento y Accesibilidad : Un Futuro Inclusivo"" @YolandadlFuente @ujaen https://t.co/IXiLr3cqRF",False,,Conferencia Inaugural de las Jornadas Internacionales Envejecimiento y Accesibilidad  Un Futuro Inclusivo,0.0
62,theDiegoMM,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
63,Postematico,,⚠️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/RySOunylWM,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
64,MAYmdmunoz,ujaen,"Se inauguran las jornadas internacionales ""Envejecimiento y Accesibilidad: un futuro inclusivo"" @ujaen https://t.co/wBewnWFaiM",False,,Se inauguran las jornadas internacionales Envejecimiento y Accesibilidad un futuro inclusivo,0.0
65,ZonaMediatica,,⚠️ Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/pfLxuvnJBD,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
66,rakeld12341234,labonitabicho,"RT @labonitabicho: El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/WX1L8Tw72r ,vox no quiere inm…",True,Euskadi,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050  vox no quiere inm…,-0.0572
67,NeoInformes,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/ideC73aqkN,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
68,soldom1961,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Catalunya,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
69,71jovenes,"Andresabt, Municipio CH",RT @Andresabt: Estamos en el cierre del Taller para Adultos Mayores “ Abiertamente” que llevo adelante el @Municipio_CH fomentando el Envej…,True,,Estamos en el cierre del Taller para Adultos Mayores “ Abiertamente” que llevo adelante el  fomentando el Envej…,0.5267
70,Reportes24H,,🔰 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/Sdsk5h32HS,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
71,Marce Soleras,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
72,danmegoz,FirenzeComunica,RT @FirenzeComunica: 📌 Esta tarde comienzan las I Jornadas Mujer y Envejecimiento en Cantabria organizadas por #UNATE y Fundación PEM. Maña…,True,Cantabria,Esta tarde comienzan las I Jornadas Mujer y Envejecimiento en Cantabria organizadas por UNATE y Fundación PEM Maña…,0.0
73,CantabriaDCerca,FirenzeComunica,RT @FirenzeComunica: 📌 Esta tarde comienzan las I Jornadas Mujer y Envejecimiento en Cantabria organizadas por #UNATE y Fundación PEM. Maña…,True,"Cantabria, España",Esta tarde comienzan las I Jornadas Mujer y Envejecimiento en Cantabria organizadas por UNATE y Fundación PEM Maña…,0.0
74,Lecturas24H,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/zbbppuN425",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
75,LaurichiTrasgu,"jmgomezsoriano, jotambesomric","@jmgomezsoriano @jotambesomric Además me imagino que si mueres de viejo por mucho que se pueda hacer el envejecimiento celular sigue estando presente, solo te paran nada más.",False,Barcelona-Correxais-Mieres,Además me imagino que si mueres de viejo por mucho que se pueda hacer el envejecimiento celular sigue estando presente solo te paran nada más,-0.5994
76,psicosomahuelva,,"Envejecimiento y cambio cognitivo, ¿el declive de la memoria? https://t.co/pun4LMTVX2 https://t.co/Qih0PjM9wS",False,Huelva - España,Envejecimiento y cambio cognitivo ¿el declive de la memoria,0.0
77,janessantibane1,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza. 

#ExperienciaYResultado…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza 

ExperienciaYResultado…",0.4019
78,jomaguca,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
79,ZonaMediatica,,⚠️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/VzxrTLLCA1,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
80,lextresabogados,,"La radiografía de una sociedad cada vez más envejecida como la que ofrece España, en la que cada vez hay más ciudadanos jubilados y menos nacimientos, tendrá sus propios efectos económicos y no serán nada halagüeños https://t.co/XdTKx9nTvm",False,🅔🅤🅡🅞🅟🅔 - 🅢🅟🅐🅘🅝,La radiografía de una sociedad cada vez más envejecida como la que ofrece España en la que cada vez hay más ciudadanos jubilados y menos nacimientos tendrá sus propios efectos económicos y no serán nada halagüeños,-0.4023
81,MayAlma9,labonitabicho,"RT @labonitabicho: El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/WX1L8Tw72r ,vox no quiere inm…",True,España,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050  vox no quiere inm…,-0.0572
82,laverdad es,,"La radiografía de una sociedad cada vez más envejecida como la que ofrece España, en la que cada vez hay más ciudadanos jubilados y menos nacimientos, tendrá sus propios efectos económicos y no serán nada halagüeños https://t.co/7cbfOc8P6m",False,Región de Murcia,La radiografía de una sociedad cada vez más envejecida como la que ofrece España en la que cada vez hay más ciudadanos jubilados y menos nacimientos tendrá sus propios efectos económicos y no serán nada halagüeños,-0.4023
83,Llibertat1789,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Illes Balears,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
84,adrianvguzman,,¿Qué cualidades debe tener un asistente de adultos mayores? https://t.co/N7NwRHcEgR #Kuydamos #PersonasMayores #CiudadReal,False,Mendoza,¿Qué cualidades debe tener un asistente de adultos mayores  Kuydamos PersonasMayores CiudadReal,0.0
85,MonalisaDeLego,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Barcelona,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
86,rauldeprado,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Valladolid, España.",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
87,NellyCa80870128,"mariatdss2006, angiebelkm",@mariatdss2006 @angiebelkm Muchas Bendiciones!!Energía y longevidad de vida para Ti María Teresa!!👏👏👏🤗🤗🤗🍷🍷🍷😘😘😘🤣👍👍👍🌹🌹🌹🌹,False,Maracaibo,Muchas BendicionesEnergía y longevidad de vida para Ti María Teresa,0.0
88,dcanalsn,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
89,maastro,,El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/ndbqf4BWXu,False,Malaga,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050,0.0
90,AreaEditorial,,⚠️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/DriF811Uch,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
91,TemaGlobal,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/11o3Ybe3C7",False,"Madrid, Comunidad de Madrid",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
92,mtdp08230,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Catalunya,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
93,JoseCamposMD,vemperiale,"RT @vemperiale: Inmunosenescencia, con la Dra. Valor: 
👵👴 Concepto de ""inflammaging""
Ojo con las similitudes entre nuestras enfermedades in…",True,"Madrid, Spain","Inmunosenescencia con la Dra Valor 
 Concepto de inflammaging
Ojo con las similitudes entre nuestras enfermedades in…",0.34
94,AmigosMayoresEs,,"Llevamos 32 años luchando contra la #soledad a través de:

🔹Movilizar la ciudadanía con el #voluntariado
🔸Reclamar políticas públicas para el bienestar de las #personasmayores
🔹Sensibilizar sobre el edadismo y vejez como un privilegio
🔸Impulsar un tejido social de proximidad https://t.co/zWqRUojIgq",False,España,"Llevamos 32 años luchando contra la soledad a través de

Movilizar la ciudadanía con el voluntariado
Reclamar políticas públicas para el bienestar de las personasmayores
Sensibilizar sobre el edadismo y vejez como un privilegio
Impulsar un tejido social de proximidad",-0.128
95,AmigosMayoresEs,,"Cifras de #InfoSalut18 sobre las #personasmayores de Barcelona:

🔹 El 29,7% de hombres y 40,5% de mujeres tienen problemas para llegar a finales de mes
🔸 La percepción de #soledad es superior entre las mujeres (30,5%)
🔹 Peores condiciones de vida y salud entre las mujeres https://t.co/7jPkOhnjI7",False,España,"Cifras de InfoSalut18 sobre las personasmayores de Barcelona

 El 297 de hombres y 405 de mujeres tienen problemas para llegar a finales de mes
 La percepción de soledad es superior entre las mujeres 305
 Peores condiciones de vida y salud entre las mujeres",-0.8625
