,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
256,svillavicencio,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,"La Paz, Bolivia",Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
257,FabiCortez10,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
258,mgalzuru,"HugoSantaromita, nayibbukele","RT @HugoSantaromita: Si El Salvador eligió a un millennial como presidente, a @nayibbukele, ¿porqué no se hace eso mismo en el resto de #La…",True,,Si El Salvador eligió a un millennial como presidente a  ¿porqué no se hace eso mismo en el resto de La…,0.0
259,Psicograce1,velvet bet,RT @velvet_bet: Te esperamos el domingo en el Bazar Navideño de #PersonasMayores de la #CDMX Compra productos elaborados por ellas y apoya…,True,,Te esperamos el domingo en el Bazar Navideño de PersonasMayores de la CDMX Compra productos elaborados por ellas y apoya…,0.0
260,Hiperenlazados,,💡 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/FCpJ3A6Vhw,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
261, Marenbici,sexymolotov,"RT @sexymolotov: La longevidad de tus enemigos depende, de la volatilidad de tu esquizofrenia.",True,,La longevidad de tus enemigos depende de la volatilidad de tu esquizofrenia,-0.4939
262,sexymolotov,,"La longevidad de tus enemigos depende, de la volatilidad de tu esquizofrenia.",False,Under the table and dreaming,La longevidad de tus enemigos depende de la volatilidad de tu esquizofrenia,-0.4939
263,RodrigoPeroG,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,La Paz - Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
264,Argote gelehter,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
265,InfoLecturas,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/dmMGerjxBH,False,"Valencia, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
266,LinaSandi2,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
267,EdoJ Talcahuano,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,Talcahuano,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
268,EfectoCognitivo,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/HDecrnQl3M",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
269,darwinsoruco,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
270,TecNovedosos,,💡 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/YXH0uTOqmi,False,España,Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
271,genotipado,,☀️ Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/CAue3WYth7,False,"Barcelona, Madrid, Galicia",Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
272,ArturoCerda,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
273,CamachoPavlo,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
274,ENRIQUEZEGARRAG,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
275,InfoReportes,,🔰 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/ck4urkTTPo,False,"Madrid, Comunidad de Madrid",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
276,GiraInformativa,,🔰 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/wXAdWfVY6W,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
277,Tuiterricolas,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/z3tXyqAP3s",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
278,ClubEditorial,,"⚠️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/iC8rxDFEbY",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
279,Azotamentes ,,☀️ Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/Eb6ktdpSID,False,En tu mente,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
280,martinmirandaj,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,La Paz Bolivia 🇧🇴,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
281,Brian24s,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
282,ProEnlace,,💡 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/18wTXxz8cN,False,España,Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
283,Caeida,fjconpe,"RT @fjconpe: Familias fuertes/duraderas = natalidad = supervivencia de la nación.

Volatilidad familiar = infranatalidad = fin de la nación…",True,Arteixo,"Familias fuertesduraderas  natalidad  supervivencia de la nación

Volatilidad familiar  infranatalidad  fin de la nación…",0.0
284,chilissg,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza. 

#ExperienciaYResultado…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza 

ExperienciaYResultado…",0.4019
285,GomezceronJ,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
286,davidchichande2,ZaresAdrian,"RT @ZaresAdrian: Martha Aguiño de 65 años, vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro.
Gracias a la Misión #MisMejores…",True,,"Martha Aguiño de 65 años vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro
Gracias a la Misión MisMejores…",0.25
287,InfoReportes,,"⚠️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/WETqSLFN63",False,"Madrid, Comunidad de Madrid",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
288,picarai85,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,"La Paz, Bolivia ",Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
289,LalobustosM,"PATO BASSO, AlephEdu","@PATO_BASSO Está totalmente equivocado...truncando las tablas a 85 años, el seguro vale MUCHO más que el 1%...ni hablar para mujeres que viven más que hombre. Asesorarse con cías de seguros de Vida (en Chile o afuera), rápidamente pueden decirle cuánto vale un seguro de longevidad. @AlephEdu",False,,Está totalmente equivocadotruncando las tablas a 85 años el seguro vale MUCHO más que el 1ni hablar para mujeres que viven más que hombre Asesorarse con cías de seguros de Vida en Chile o afuera rápidamente pueden decirle cuánto vale un seguro de longevidad,0.4215
290,InfoLecturas,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/ypjaHYZ37v",False,"Valencia, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
291,MiltonAC6,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
292,dralilianajt,,"Envejecer con dignidad también incluye algunos fillers y botox.
.
No hay porque cambiar las características de tu cara pero si evitar el envejecimiento prematuro.
.
¿Buscas tu mejor opción? Agenda tu cita 📱… https://t.co/gElr8d5UfF",False,"Guadalajara, Jalisco, México","Envejecer con dignidad también incluye algunos fillers y botox

No hay porque cambiar las características de tu cara pero si evitar el envejecimiento prematuro

¿Buscas tu mejor opción Agenda tu cita …",0.802
293,ElGrajoVuela,,📌 ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/sMQIJcNd5y,False,Spain,¿Cuál es el secreto de la longevidad de las tortugas,0.0
294,pedrourdebienes,ArturoVargas A,"RT @ArturoVargas_A: Profesor, el exsuperintendente de AFP Guillermo Larraín ya sugirió incorporar un seguro de longevidad que financie las…",True,Chile,Profesor el exsuperintendente de AFP Guillermo Larraín ya sugirió incorporar un seguro de longevidad que financie las…,0.0
295,Quadratin Jal,,"Con el objetivo de promover la participación y el envejecimiento activo de las personas adultas mayores del municipio, el DIF Guadalajara realizó en el Centro de la Amistad Internacional, su tradicional concurso navideño
https://t.co/wr3TuyFupz",False,"Guadalajara, Jalisco, México",Con el objetivo de promover la participación y el envejecimiento activo de las personas adultas mayores del municipio el DIF Guadalajara realizó en el Centro de la Amistad Internacional su tradicional concurso navideño,0.7964
296,Elia47797620,"A VCarranza, julioc moreno","RT @A_VCarranza: @julioc_moreno hizo entrega del Apoyo a #PersonasMayores Formadoras del Hogar 👵🏻🧓🏼 de #VCarranza. 

#ExperienciaYResultado…",True,,"hizo entrega del Apoyo a PersonasMayores Formadoras del Hogar  de VCarranza 

ExperienciaYResultado…",0.4019
297,mmpageo,CRAlicante,"RT @CRAlicante: “Se lo cuento mejor a usted, que su madre no se va a enterar”.

Aunque no lo sepas, es maltrato. Elimina la costumbre de me…",True,,"“Se lo cuento mejor a usted que su madre no se va a enterar”

Aunque no lo sepas es maltrato Elimina la costumbre de me…",0.0
298,TecNovedosos,,"🔰 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/9jNOuCM1kb",False,España,Discapacidad ¿el precio por vivir más Envejecimiento,0.0
299,juancarmelo,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
300,ExoMedios,,"💡 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/qYLjklv9yM",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
301,girova26,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,"Salina Cruz, Oaxaca.","La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
302,ArturoVargas A,,"Profesor, el exsuperintendente de AFP Guillermo Larraín ya sugirió incorporar un seguro de longevidad que financie las pensiones de quienes ya han cumplido los 85 años. Esto lo está considerando el actual superintendente. https://t.co/zntXSfpjGA",False,,Profesor el exsuperintendente de AFP Guillermo Larraín ya sugirió incorporar un seguro de longevidad que financie las pensiones de quienes ya han cumplido los 85 años Esto lo está considerando el actual superintendente,0.0
303,Postematico,,💡 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/RySOunylWM,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
304,JKPrez1,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
305,Girl Noe,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
306,TuitReportes,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/tVGCbyq5ZF",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
307,InterDifusion,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/lyZS4HvHP4",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
308,Difusion365,,"🔰 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/RmKSouR92S",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
309,19zeballos,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Cochabamba Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
310,ZonaMediatica,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/kkwHzenimb",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
311,MarielH04389843,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,"Santa Cruz, Bolivia",Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
312,ArnildoSalas,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
313,AlejandroTineoR,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
314,JPBENAVE,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,"Santiago, Chilezuela","pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
315,nicolas660906,Lupslove4,"@Lupslove4 Es uno de los grandes placeres de la vida, además te da salud y longevidad",False,"Cuernavaca, Morelos",Es uno de los grandes placeres de la vida además te da salud y longevidad,0.7906
316,TuiterPro,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/tnjrOuxvqF,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
317,dszuster1,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
318,DatoAlMinuto,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/i4S8R8izUf",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
319,EjeDigital,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/Kj9Lth4kYr,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
320,MaryBedia,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,"León, Guanajuato","La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
321,UltraTextual,,🔰 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/gz31RXHS3i,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
322,Ana49478846,velvet bet,RT @velvet_bet: Te esperamos el domingo en el Bazar Navideño de #PersonasMayores de la #CDMX Compra productos elaborados por ellas y apoya…,True,,Te esperamos el domingo en el Bazar Navideño de PersonasMayores de la CDMX Compra productos elaborados por ellas y apoya…,0.0
323,LalobustosM,"AlephEdu, ximerincon","@AlephEdu @ximerincon Así es...pero al final tabla truncada para retiro programado + seguro longevidad debería darte estructura equivalente a una RRVV o muy similar, por lo que NO mejorará pensiones...ahora, si el seguro lo financia el estado, nos vamos a la B.",False,,Así espero al final tabla truncada para retiro programado  seguro longevidad debería darte estructura equivalente a una RRVV o muy similar por lo que NO mejorará pensionesahora si el seguro lo financia el estado nos vamos a la B,0.1991
324,Twittematico,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8Fp284usb2",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
325,Maribel62255141,ZaresAdrian,"RT @ZaresAdrian: Martha Aguiño de 65 años, vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro.
Gracias a la Misión #MisMejores…",True,,"Martha Aguiño de 65 años vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro
Gracias a la Misión MisMejores…",0.25
326,Rene13507099,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
327,elnetoram,velvet bet,RT @velvet_bet: Te esperamos el domingo en el Bazar Navideño de #PersonasMayores de la #CDMX Compra productos elaborados por ellas y apoya…,True,,Te esperamos el domingo en el Bazar Navideño de PersonasMayores de la CDMX Compra productos elaborados por ellas y apoya…,0.0
328,zhugo300,,La clave de la longevidad podría estar en el optimismo | BuenaVida | EL PAÍS https://t.co/Qqhpo5bgYG,False,Argentina,La clave de la longevidad podría estar en el optimismo  BuenaVida  EL PAÍS,0.5423
329,leidy56134253,ZaresAdrian,"RT @ZaresAdrian: Martha Aguiño de 65 años, vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro.
Gracias a la Misión #MisMejores…",True,,"Martha Aguiño de 65 años vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro
Gracias a la Misión MisMejores…",0.25
330,GiustiLo,Geriatriamexico,"RT @Geriatriamexico: El #maltrato a las #PersonasMayores puede consistir en actos que les causan daño o sufrimiento, o bien la falta de med…",True,"San Ramón, Chile",El maltrato a las PersonasMayores puede consistir en actos que les causan daño o sufrimiento o bien la falta de med…,-0.836
331,velvet bet,"ocejoal, CDMX SIBISO, Claudiashein, GobCDMX",Te esperamos el domingo en el Bazar Navideño de #PersonasMayores de la #CDMX Compra productos elaborados por ellas y apoya su economía. ¡No faltes! @ocejoal @CDMX_SIBISO #INED @Claudiashein @GobCDMX #CiudadDeDerechos #RedDeMayores https://t.co/nczC01jzZg,False,,Te esperamos el domingo en el Bazar Navideño de PersonasMayores de la CDMX Compra productos elaborados por ellas y apoya su economía ¡No faltes   INED   CiudadDeDerechos RedDeMayores,0.4486
332,Jangelfd,fjconpe,"RT @fjconpe: Familias fuertes/duraderas = natalidad = supervivencia de la nación.

Volatilidad familiar = infranatalidad = fin de la nación…",True,España,"Familias fuertesduraderas  natalidad  supervivencia de la nación

Volatilidad familiar  infranatalidad  fin de la nación…",0.0
333,VNColombia,,"VATICANO

El cardenal secretario de Estado de la Santa Sede se ha dirigido a los participantes en el simposio ‘Religión y ética médica: cuidados paliativos y salud mental durante el envejecimiento’

Por ✍️ Elena Magariños

Más info 🔊https://t.co/mp9kj82165",False,"Bogotá, D.C., Colombia","VATICANO

El cardenal secretario de Estado de la Santa Sede se ha dirigido a los participantes en el simposio ‘Religión y ética médica cuidados paliativos y salud mental durante el envejecimiento’

Por  Elena Magariños

Más info",0.4939
334,maspeec,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
335,infoen280,,"El envejecimiento no es continuo, sino por saltos - Tendencias 21 https://t.co/IB3opvyBCD",False,Republica Argentina,El envejecimiento no es continuo sino por saltos  Tendencias 21,0.0
336,24juanmarin11,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,arica,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
337,InfoApuntes,,"⚠️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/Gv7BNhoopo",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
338,InfoApuntes,,💡 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/Gv7BNhoopo,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
339,ZonaMediatica,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/VzxrTLLCA1,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
340,ProEditores,,"⚠️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/hmnH579j1v",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
341,fquitralgloor,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,Santiago de Chile,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
342,alfredozaconeta,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
343,Isaibli,,"Un futuro muy alentador...

El demógrafo Carlos Ferrás: “La sociedad española camina hacia un proceso de envejecimiento e incapacidad natural para asegurar el relevo generacional. Sin inmigración, con más fallecimientos que nacimientos, perdemos habitantes. Las cuentas no salen” https://t.co/8SALp4Para",False,,"Un futuro muy alentador

El demógrafo Carlos Ferrás “La sociedad española camina hacia un proceso de envejecimiento e incapacidad natural para asegurar el relevo generacional Sin inmigración con más fallecimientos que nacimientos perdemos habitantes Las cuentas no salen”",0.7264
344,GranaderoMartin,fjconpe,"RT @fjconpe: Familias fuertes/duraderas = natalidad = supervivencia de la nación.

Volatilidad familiar = infranatalidad = fin de la nación…",True,España,"Familias fuertesduraderas  natalidad  supervivencia de la nación

Volatilidad familiar  infranatalidad  fin de la nación…",0.0
345,LalobustosM,"AlephEdu, ximerincon",@AlephEdu @ximerincon Ya existe el seguro de longevidad....se llama Renta Vitalicia...implícito está el costo del seguro,False,,Ya existe el seguro de longevidadse llama Renta Vitaliciaimplícito está el costo del seguro,0.0
346,GacetaMadrid,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/YA4AObb5MS,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
347,marmar710,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,"Ñuñoa, Chile","pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
348,Sebastianlonso7,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
349,ClubEditorial,,🔰 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/SqRLnKqKeX,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
350,yanolescreonada,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
351,yaciayra,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Santa Cruz de la Sierra,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
352,GuardiaDigital,,"💡 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/Uxx4ns90mg",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
353,Silvadamus,AlephEdu,"RT @AlephEdu: pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese s…",True,,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese s…",0.47
354,AlephEdu,ximerincon,"pa q no se confundan
- 1 cosa es calcular pensiones hasta cierta edad + seguro longevidad. Dependiendo cómo se financia ese seguro se debe evaluar si es justo y sostenible a largo plazo
- otra muy distinta es el humo de @ximerincon (Felices Forrados). Eso es ignorancia actuarial.",False,Chile,"pa q no se confundan
 1 cosa es calcular pensiones hasta cierta edad  seguro longevidad Dependiendo cómo se financia ese seguro se debe evaluar si es justo y sostenible a largo plazo
 otra muy distinta es el humo de  Felices Forrados Eso es ignorancia actuarial",0.7623
