,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
34,Laresmayores,,"Alberto Ibáñez, secretario autonómico de #diversidad e #igualdad de la #ComunidadValenciana, agradece la celebración de estos premios en #Alicante y resalta la función de #Lares en el #cuidado de #personasmayores y en situación de #dependencia.

#IXPremiosLares 🏆 https://t.co/k5yipxi1jt",False,España,"Alberto Ibáñez secretario autonómico de diversidad e igualdad de la ComunidadValenciana agradece la celebración de estos premios en Alicante y resalta la función de Lares en el cuidado de personasmayores y en situación de dependencia

IXPremiosLares",0.8591
35,sajosluis,circulodempresa,Envejecimiento y Pensiones (Infografía) vía @circulodempresa https://t.co/KMgMHgtDY7,False,España,Envejecimiento y Pensiones Infografía vía,0.0
36,IACT divulga,CSIC,"RT @CSIC: Entre los objetivos de las #PTI están la predicción climática, la fertilización del suelo, el despoblamiento rural, lograr una al…",True,"Armilla, Andalucía",Entre los objetivos de las PTI están la predicción climática la fertilización del suelo el despoblamiento rural lograr una al…,0.0
37,Twittematico,,💡 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/0deJqcPyby,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
38,CSIC,,"Entre los objetivos de las #PTI están la predicción climática, la fertilización del suelo, el despoblamiento rural, lograr una alimentación mejor para un envejecimiento saludable, la pesca sostenible o las técnicas cuánticas para comunicaciones seguras y computación eficiente https://t.co/bMdzqhJjFW",False,"Madrid, España",Entre los objetivos de las PTI están la predicción climática la fertilización del suelo el despoblamiento rural lograr una alimentación mejor para un envejecimiento saludable la pesca sostenible o las técnicas cuánticas para comunicaciones seguras y computación eficiente,0.875
39,Laresmayores,,"➡ Jiri Horecky, presidente de la #EAN, agradece la acogida y muestra su orgullo porque #Lares forme parte de la #RedEuropea de #envejecimiento como entidad representante del #tercersector a nivel nacional. 

#IXPremiosLares 🏆 https://t.co/cYDbsA7JHw",False,España,"Jiri Horecky presidente de la EAN agradece la acogida y muestra su orgullo porque Lares forme parte de la RedEuropea de envejecimiento como entidad representante del tercersector a nivel nacional 

IXPremiosLares",0.34
40,Mundo Omni,,"#Curiosidades. ¿Sabías que el envejecimiento no es continuo, sino por saltos? Se produce en tres momentos clave: a los 34, 60 y 78 años de edad, cuando se alteran repentinamente los niveles de 1.379 proteínas sanguíneas 🩸
https://t.co/RiyT2ch1Z4 https://t.co/Yc0bt9ETfA",False,"Vigo, España",Curiosidades ¿Sabías que el envejecimiento no es continuo sino por saltos Se produce en tres momentos clave a los 34 60 y 78 años de edad cuando se alteran repentinamente los niveles de 1379 proteínas sanguíneas,0.0
41,Paleolf,,"Porque queremos que ayudarte a fortalecer y proteger tu sistema inmunológico, tenemos para ti nueva promoción ➡️ con la compra de 50US$ te REGALAREMOS un #Selenio + #Espirulina que también te ayudará a liberar tu organismo de toxinas evitando así el envejecimiento prematuro. https://t.co/Iv8k9EmLTJ",False,"Weston, Florida",Porque queremos que ayudarte a fortalecer y proteger tu sistema inmunológico tenemos para ti nueva promoción  con la compra de 50US te REGALAREMOS un Selenio  Espirulina que también te ayudará a liberar tu organismo de toxinas evitando así el envejecimiento prematuro,0.8934
42,TeActualizas,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8kors1J8Ze",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
43,SuperTrinos,,💡 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/2Hkd9xdy9N,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
44,periodistas es,,"Dada la importancia que tiene el envejecimiento cutáneo en la actualidad,  es interesante resaltar que existen determinadas afecciones de la piel que se presentan y que no siempre se tratan... https://t.co/HQl12kZ6IK",False,Iberoamérica,Dada la importancia que tiene el envejecimiento cutáneo en la actualidad  es interesante resaltar que existen determinadas afecciones de la piel que se presentan y que no siempre se tratan,0.743
45,yoloxokotl,,"El causante de la ""epidemia de soledad"" podría no ser otro que el envejecimiento de la población - RT https://t.co/4Q8LyMrHh9",True,,El causante de la epidemia de soledad podría no ser otro que el envejecimiento de la población  RT,-0.4215
46,ForannaJuliero,Engativalcaldia,"Así celebramos el cumpleaños de 135 personas mayores que participan de las actividades que realizamos en La casa de Persona mayor Garcés Navas! #PersonaMayorEngativá en @Engativalcaldia 
mantenemos lazos y estrechamos relaciones por un envejecimiento Digno Activo y Feliz 🧓🏻🎂👵🏻🎉 https://t.co/nz2fGEsLOu",False,"Bogotá, D.C., Colombia","Así celebramos el cumpleaños de 135 personas mayores que participan de las actividades que realizamos en La casa de Persona mayor Garcés Navas PersonaMayorEngativá en  
mantenemos lazos y estrechamos relaciones por un envejecimiento Digno Activo y Feliz",0.9475
47,ClubEditorial,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/R9oHJX4Ss3",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
48,crejaen,,"Comenzamos el taller de memoria en el C.P.A de Torreperogil con la presentación del libro ""Cuentos que me contaba mi abuela"" de Marta Rodríguez. 
Trabajaremos la memoria mediante cuentos populares y refranes, disfrutando de la sabiduria de nuestras #personasmayores. https://t.co/yZq3GLSJrm",False,Santa María del Valle nº 7,"Comenzamos el taller de memoria en el CPA de Torreperogil con la presentación del libro Cuentos que me contaba mi abuela de Marta Rodríguez 
Trabajaremos la memoria mediante cuentos populares y refranes disfrutando de la sabiduria de nuestras personasmayores",0.8555
49,via mire,informacion es,RT @informacion_es: ➕ #INFplus | Uno de cada cuatro residentes en la provincia superará los 65 años en 2033 por el envejecimiento de la pob…,True,París-Alicante-Buenos Aires,INFplus  Uno de cada cuatro residentes en la provincia superará los 65 años en 2033 por el envejecimiento de la pob…,0.0
50,mangaralva,"xX RogerG Xx, julia otero",@xX_RogerG_Xx @julia_otero Le felicito por su longevidad. Que tenga éxito en sus negocios.,False,,Le felicito por su longevidad Que tenga éxito en sus negocios,0.765
51,BCN 0N,,📌 ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/o9bm0EgsRD,False,"Barcelona, España",¿Cuál es el secreto de la longevidad de las tortugas,0.0
52,TuitSugerido,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/TtweZWlVQ1",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
53,AAVVSanBasilio,Murciasalud,"RT @Murciasalud: #BuenosDías🌞

📢Recuerda: #Salud ofrece información fiable sobre #Envejecimiento Activo y Saludable

✅Escucha el programa📻d…",True,"Murcia, España","BuenosDías

Recuerda Salud ofrece información fiable sobre Envejecimiento Activo y Saludable

Escucha el programad…",0.6597
54,Tuiterricolas,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/z3tXyqAP3s",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
55,ApunteIndicado,,"⚠️ ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/ui1mYBmV0i",False,"Sevilla, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
56,ReporteActivo,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/2l3CrTQpwZ",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
57,JulianBluff,,"""Una de las formas más crueles de envejecimiento, dado lo súbito de sus efectos, es ponerte a revisar fotos de cuando eras joven. Yo nunca lo hago. Prefiero ver las de Catherine Deneuve y Candice Bergen"". 🧐 https://t.co/H81siGUH5S",False,,Una de las formas más crueles de envejecimiento dado lo súbito de sus efectos es ponerte a revisar fotos de cuando eras joven Yo nunca lo hago Prefiero ver las de Catherine Deneuve y Candice Bergen,-0.624
58,FundLCastillejo,CruzRojaCuenca,"RT @CruzRojaCuenca: “Si total, no tienes nada mejor que hacer” ¿te suena? Pues aunque no lo sepas es #Maltrato. Ahora que lo sabes, elimina…",True,"Cuenca, España",“Si total no tienes nada mejor que hacer” ¿te suena Pues aunque no lo sepas es Maltrato Ahora que lo sabes elimina…,-0.7654
59,DebesLeerlo,,"⚠️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/sZPSoEdHKb",False,"Madrid, Comunidad de Madrid",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
60,InterDifusion,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/lyZS4HvHP4",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
61,Cristian V 74,escribinista,@escribinista Porque no se espera mucho de nuestro envejecimiento jaja,False,,Porque no se espera mucho de nuestro envejecimiento jaja,0.4588
62,Area2Cartagena,Murciasalud,"RT @Murciasalud: #BuenosDías🌞

📢Recuerda: #Salud ofrece información fiable sobre #Envejecimiento Activo y Saludable

✅Escucha el programa📻d…",True,Cartagena,"BuenosDías

Recuerda Salud ofrece información fiable sobre Envejecimiento Activo y Saludable

Escucha el programad…",0.6597
63,ElIlustrativo,,💡 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/rJmm8KzCCs,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
64,AyusoZenon,afernb,"@afernb El principal, aunque no el único problema, del espacio rural es la vejez de la población de los pueblos.Revertir el proceso de envejecimiento es enormemente https://t.co/91iGau8RvO cuestión de las infraestructuras y el empleo, están severamente condicionadas por el presupuesto.",False,España,El principal aunque no el único problema del espacio rural es la vejez de la población de los pueblosRevertir el proceso de envejecimiento es enormemente  cuestión de las infraestructuras y el empleo están severamente condicionadas por el presupuesto,-0.1899
65,RepartoDigital,,💡 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/nWFmapnqnV,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
66,psainzdebaranda,"acpcejudo, regiondemurcia",RT @acpcejudo: Hoy los responsables del grupo de AF de la Coalición EIP on AHA de la @regiondemurcia hablamos de Ejercicio físico y envejec…,True,,Hoy los responsables del grupo de AF de la Coalición EIP on AHA de la  hablamos de Ejercicio físico y envejec…,0.0
67,EfectoCognitivo,,"🔰 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/6hWLxuYPEi",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
68,mastergeroUMH,GeriatricArea,"Unificar los servicios sanitarios, sociales, farmacéuticos y residenciales en la atención a los mayores como respuesta al reto del envejecimiento 

https://t.co/S1uaPTyBYv

vía @GeriatricArea",False,Online,"Unificar los servicios sanitarios sociales farmacéuticos y residenciales en la atención a los mayores como respuesta al reto del envejecimiento 



vía",0.5423
69,grisel gri,KnowAlzheimer,"RT @KnowAlzheimer: El envejecimiento no es sólo un proceso visible en el cuerpo, si no también en la #mente. Identifícalo ✋
https://t.co/4h…",True,Garin ,"El envejecimiento no es sólo un proceso visible en el cuerpo si no también en la mente Identifícalo 
…",0.0
70,SuperTrinos,,⚠️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/IP8AKs0eqD,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
71,pinalesaladbar,,"Nos encanta empezar el día con un delicioso Fit Bowl: fuente máxima de energía
 e incontables propiedades que nos ayudan a reforzar el sistema inmunológico,  y previenen el envejecimiento.
.
.
#pinale #madrid #breakfast #organico #bowls #açai  https://t.co/dWSBL40TWN https://t.co/7RUufaPJgD",False,"General Pardiñas, 23, Madrid","Nos encanta empezar el día con un delicioso Fit Bowl fuente máxima de energía
 e incontables propiedades que nos ayudan a reforzar el sistema inmunológico  y previenen el envejecimiento


pinale madrid breakfast organico bowls açai",0.9571
72,SuperVIHvents,SuperVIHvents,"Sobre los mitos del envejecimiento abordados en @gesida2019, los @supervihvents asistimos con mas frecuencia y diversidad a visitas medicas que nuestros coetaneos no VIH.  Con frecuencia, con abordajes subóptimos al desconocer clínica de muchas comorbilidades en personas con VIH. https://t.co/s75FLf8otM",False,"Barcelona, Spain",Sobre los mitos del envejecimiento abordados en  los  asistimos con mas frecuencia y diversidad a visitas medicas que nuestros coetaneos no VIH  Con frecuencia con abordajes subóptimos al desconocer clínica de muchas comorbilidades en personas con VIH,-0.2023
73,JDiez08,,"No sé si es que las redes me aceleraron el proceso de envejecimiento, pero me da una pereza inmensa siquiera comentar el tema batallitas para personas que ni saben de que van, cada año lo mismo 🤮",False,ESPAÑA - (Badajoz),No sé si es que las redes me aceleraron el proceso de envejecimiento pero me da una pereza inmensa siquiera comentar el tema batallitas para personas que ni saben de que van cada año lo mismo,-0.7469
74,CETEM CT,RegMurciaBrux,"RT @RegMurciaBrux: ¡Enhorabuena! 👏👏👏

#Pharaon - Pilots for Healthy and Active Ageing: soluciones digitales para un envejecimiento activo y…",True,"Yecla, Murcia","¡Enhorabuena 

Pharaon  Pilots for Healthy and Active Ageing soluciones digitales para un envejecimiento activo y…",0.9136
75,ceciliahcarr,MarcoGomezMD,"RT @MarcoGomezMD: Ingredientes de la fórmula para retrasar el envejecimiento y sus estigmas. Tomen nota:

1. Dormir mínimo 6 horas diarias.…",True,Lima,"Ingredientes de la fórmula para retrasar el envejecimiento y sus estigmas Tomen nota

1 Dormir mínimo 6 horas diarias…",0.0
76,AnaMKey,elpais economia,El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/yXMcywaaJH vía @elpais_economia,False,Valencia,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050  vía,0.0
77,NotaVeraz,,"🔰 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/20LIQ8FgMO",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
78,DIPUSEVI,"RedAmigableEdad, DIPUSEVI","RT @RedAmigableEdad: ✅La @DIPUSEVI ha organizado #Jornada sobre la Red de Ciudades y Comunidades Amigables con las #PersonasMayores 

✅ Cre…",True,Sevilla,"La  ha organizado Jornada sobre la Red de Ciudades y Comunidades Amigables con las PersonasMayores 

 Cre…",0.4939
79,mmpageo,CRAlicante,"RT @CRAlicante: “Si total, no tienes nada mejor que hacer” ¿te suena? Pues aunque no lo sepas es #Maltrato. Ahora que lo sabes, elimina est…",True,,“Si total no tienes nada mejor que hacer” ¿te suena Pues aunque no lo sepas es Maltrato Ahora que lo sabes elimina est…,-0.7654
80,mmpageo,"CRAlicante, CruzRojaEsp",RT @CRAlicante: Para cuidar a la familia y especialmente a las #personasmayores en @CruzRojaEsp hemos recopilado estos consejos para combat…,True,,Para cuidar a la familia y especialmente a las personasmayores en  hemos recopilado estos consejos para combat…,0.4939
81,RegMurciaBrux,"EU H2020, CETEM CT, Murciasalud, UPCTnoticias, MIWenergia, IndraCompany","¡Enhorabuena! 👏👏👏

#Pharaon - Pilots for Healthy and Active Ageing: soluciones digitales para un envejecimiento activo y saludable

✅ 🇪🇺 @EU_H2020 

✅ 21,5 M€ 

✅41 socios/14 países

✅ @CETEM_CT @Murciasalud @UPCTnoticias @MIWenergia @IndraCompany 

#RegióndeMurcia 💪 https://t.co/680XRQyy13",False,Bruselas,"¡Enhorabuena 

Pharaon  Pilots for Healthy and Active Ageing soluciones digitales para un envejecimiento activo y saludable

   

 215 M€ 

41 socios14 países

      

RegióndeMurcia",0.9371
82,RotaDatos,,⚠️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/9D8kxFHdfZ,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
83,BCN 0N,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/AfsaeIxJHQ",False,"Barcelona, España",Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
84,Informedios,,"🔰 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/ag60q5Du9l",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
85,Hosp Villalba,,"En torno a la mitad de la población mayor de 70 años sufrirá #artrosis debido al envejecimiento, por lo que es importante realizar una labor de prevención para llegar a esta edad en unas condiciones lo más saludables posible https://t.co/vdEnSoXtyF https://t.co/Mcm41HVBsh",False,Collado Villalba (Madrid),En torno a la mitad de la población mayor de 70 años sufrirá artrosis debido al envejecimiento por lo que es importante realizar una labor de prevención para llegar a esta edad en unas condiciones lo más saludables posible,0.0935
86,CRAlicante,"CruzRojaEsp, CRE Emergencias","Para cuidar a la familia y especialmente a las #personasmayores en @CruzRojaEsp hemos recopilado estos consejos para combatir mejor el #frío ❄️☃️

#OladeFrio @CRE_Emergencias 👇 https://t.co/AkH4CU3vRO",False,Alicante,"Para cuidar a la familia y especialmente a las personasmayores en  hemos recopilado estos consejos para combatir mejor el frío 

OladeFrio",0.5423
